GEOID,NAME,Above_Poverty_Households,Above_Poverty_Level,Asian_Alone,Below_Poverty_Female_12_14,Below_Poverty_Female_15,Below_Poverty_Female_16_17,Below_Poverty_Female_5,Below_Poverty_Female_6_11,Below_Poverty_Female_Total,Below_Poverty_Female_Under_5,Black_Alone,Built_1939_Earlier,Built_1940_1949,Built_1950_1959,Built_1960_1969,Built_1970_1979,Built_1980_1989,Built_1990_1999,Built_2000_2009,Built_2010_2019,Built_2020_Later,Children_In_Married_Couple_Families,Children_In_Single_Father_Families,Children_In_Single_Mother_Families,Family_Female_No_Husband,Family_Households,Family_Income_200K_Plus,Family_Male_No_Wife,Family_Married_Couple,Five_Plus_Bedrooms,Four_Bedrooms,Hispanic_Latino,Households_No_Children_Under_18,Households_With_Children_Under_18,Income_100K_125K,Income_10K_15K,Income_125K_150K,Income_150K_200K,Income_15K_20K,Income_200K_Plus,Income_20K_25K,Income_25K_30K,Income_30K_35K,Income_35K_40K,Income_40K_45K,Income_45K_50K,Income_50K_60K,Income_60K_75K,Income_75K_100K,Income_Under_10K,Median_Gross_Rent,Median_Home_Value,Median_Household_Income,Median_Household_Income_All_Tenure,Median_Income_Owner_Occupied,Median_Income_Renter_Occupied,Mobile_Home,No_Bedroom,Nonfamily_Households,Nonfamily_Living_Alone,Nonfamily_Not_Alone,Occupied_Units,One_Bedroom,Other_Housing_Type,Owner_1_Person,Owner_2_Person,Owner_3_Person,Owner_4_Person,Owner_5_Person,Owner_6_Person,Owner_7_Plus_Person,Owner_Costs_1000_1499,Owner_Costs_1500_1999,Owner_Costs_2000_2999,Owner_Costs_300_599,Owner_Costs_600_999,Owner_Costs_Under_300,Owner_Occupied,Pop_12_14,Pop_15_17,Pop_3_4,Pop_5,Pop_6_11,Pop_Under_3,Rent_Burden_30_34_Pct,Rent_Burden_35_39_Pct,Rent_Burden_40_49_Pct,Rent_Burden_50_Plus_Pct,Renter_1_Person,Renter_2_Person,Renter_3_Person,Renter_4_Person,Renter_5_Person,Renter_6_Person,Renter_7_Plus_Person,Renter_Occupied,Single_Family_Attached,Single_Family_Detached,Three_Bedrooms,Total_Families,Total_Households,Total_Households_Children_Status,Total_Housing_Units,Total_Housing_Units_Check,Total_Occupied_Units,Total_Occupied_Units_Size,Total_Own_Children_Under_18,Total_Pop_Under_18,Total_Population,Two_Bedrooms,Units_10_19,Units_2,Units_20_49,Units_3_4,Units_50_Plus,Units_5_9,Vacant_Units,White_Alone,Percent_White,Percent_Black,Percent_Asian,Percent_Hispanic,Low_Income_Under_35K,Middle_Income_35K_100K,High_Income_100K_Plus,Percent_Low_Income_Under_35K,Percent_High_Income_100K_Plus,Percent_Family_Households,Percent_Single_Person_Households,Percent_Households_With_Children,Percent_Children_Married_Couple,Percent_Children_Single_Parent,Percent_Occupied,Percent_Vacant,Percent_Owner_Occupied,Percent_Renter_Occupied,Percent_Single_Family,Multi_Family_All_Units,Percent_Multi_Family_All,Percent_Built_2000_Plus,Percent_Built_Pre_1980,Two_Plus_Bedroom_Units,Percent_Two_Plus_Bedrooms,High_Rent_Burden_30_Plus_Units,High_Rent_Burden_50_Plus_Units,Percent_High_Rent_Burden_30_Plus,Percent_High_Rent_Burden_50_Plus
22033003702,"Census Tract 003702, East Baton Rouge Parish, Louisiana",37.0,3394.0,262.0,32.0,0.0,0.0,0.0,136.0,494.0,66.0,2613.0,0.0,89.0,70.0,601.0,281.0,206.0,184.0,11.0,34.0,79.0,341.0,0.0,783.0,48.0,1074.0,50.0,487.0,587.0,52.0,476.0,12.0,1030.0,503.0,193.0,39.0,148.0,40.0,82.0,50.0,91.0,120.0,81.0,0.0,40.0,73.0,87.0,131.0,246.0,112.0,1116.0,214200.0,63789.0,63789.0,85649.0,25868.0,0.0,30.0,459.0,326.0,133.0,1533.0,170.0,0.0,905.0,633.0,499.0,196.0,303.0,134.0,11.0,628.0,628.0,0.0,905.0,0.0,905.0,905.0,118.0,201.0,187.0,265.0,1.0,1167.0,0.0,27.0,82.0,331.0,11.0,123.0,48.0,75.0,272.0,628.0,441.0,628.0,46.0,1033.0,483.0,1074.0,1533.0,1533.0,1555.0,1555.0,1533.0,1533.0,1124.0,1167.0,4249.0,344.0,65.0,0.0,54.0,97.0,135.0,125.0,22.0,1352.0,31.81925158860908,61.496822781831014,6.166156742763003,0.2824193927983055,525.0,577.0,431.0,34.24657534246575,28.11480756686236,70.0587084148728,21.26549249836921,32.81148075668624,30.338078291814945,69.66192170818505,98.58520900321544,1.414790996784566,59.03457273320287,40.96542726679713,69.38906752411576,476.0,30.610932475884244,7.974276527331189,66.94533762057878,1355.0,87.13826366559485,440.0,331.0,70.06369426751591,52.70700636942676
22033003703,"Census Tract 003703, East Baton Rouge Parish, Louisiana",0.0,6736.0,704.0,60.0,0.0,0.0,0.0,59.0,303.0,0.0,3552.0,32.0,21.0,135.0,941.0,1080.0,231.0,236.0,35.0,0.0,0.0,1380.0,0.0,141.0,39.0,1975.0,399.0,356.0,1619.0,66.0,1313.0,383.0,1423.0,1226.0,428.0,31.0,215.0,265.0,32.0,453.0,178.0,17.0,130.0,15.0,0.0,109.0,114.0,227.0,368.0,67.0,1198.0,236600.0,102028.0,102028.0,105821.0,22672.0,69.0,0.0,674.0,633.0,41.0,2649.0,34.0,0.0,2446.0,1860.0,1563.0,854.0,709.0,297.0,39.0,203.0,203.0,0.0,2355.0,91.0,2446.0,2446.0,340.0,459.0,513.0,139.0,52.0,1948.0,39.0,0.0,0.0,44.0,39.0,258.0,135.0,123.0,586.0,203.0,115.0,203.0,12.0,2565.0,1213.0,1975.0,2649.0,2649.0,2711.0,2711.0,2649.0,2649.0,1521.0,1948.0,7488.0,85.0,0.0,0.0,0.0,31.0,34.0,0.0,62.0,2714.0,36.24465811965812,47.43589743589743,9.401709401709402,5.114850427350428,455.0,833.0,1361.0,17.176292940732353,51.377878444696115,74.55643639109097,23.89580973952435,46.28161570403926,90.72978303747534,9.270216962524655,97.71302102545187,2.2869789745481373,92.3367308418271,7.663269158172896,95.0571744743637,65.0,2.397639247510144,1.2910365178900773,81.4828476576909,2677.0,98.74585023976393,83.0,44.0,40.88669950738916,21.67487684729064
22033003804,"Census Tract 003804, East Baton Rouge Parish, Louisiana",58.0,3853.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,55.0,566.0,116.0,21.0,178.0,412.0,506.0,1132.0,158.0,279.0,117.0,96.0,472.0,49.0,96.0,106.0,857.0,88.0,241.0,616.0,35.0,254.0,241.0,2211.0,309.0,299.0,98.0,128.0,265.0,24.0,101.0,109.0,110.0,88.0,362.0,142.0,39.0,150.0,235.0,139.0,231.0,1248.0,214900.0,52569.0,52569.0,101636.0,36042.0,0.0,376.0,1663.0,1537.0,126.0,2520.0,681.0,0.0,1300.0,545.0,441.0,147.0,294.0,104.0,34.0,1220.0,1104.0,116.0,1265.0,35.0,1300.0,1300.0,115.0,34.0,172.0,284.0,12.0,617.0,79.0,389.0,69.0,237.0,18.0,70.0,14.0,56.0,755.0,1220.0,312.0,1220.0,315.0,1119.0,914.0,857.0,2520.0,2520.0,3015.0,3015.0,2520.0,2520.0,617.0,617.0,4516.0,755.0,385.0,71.0,38.0,448.0,551.0,88.0,495.0,3681.0,81.51018600531444,12.533215234720993,0.0,5.336581045172719,660.0,1067.0,793.0,26.190476190476193,31.46825396825397,34.007936507936506,60.992063492063494,12.261904761904761,76.49918962722853,23.500810372771475,83.5820895522388,16.417910447761194,51.587301587301596,48.41269841269841,47.56218905472637,1581.0,52.43781094527363,16.318407960199004,40.8955223880597,1958.0,64.9419568822554,774.0,237.0,63.44262295081967,19.42622950819672
22033003806,"Census Tract 003806, East Baton Rouge Parish, Louisiana",0.0,2753.0,143.0,0.0,0.0,84.0,0.0,83.0,836.0,0.0,2217.0,15.0,0.0,65.0,146.0,522.0,481.0,235.0,244.0,153.0,0.0,129.0,152.0,208.0,131.0,832.0,180.0,235.0,597.0,139.0,368.0,107.0,1424.0,266.0,142.0,102.0,43.0,82.0,35.0,228.0,35.0,107.0,71.0,10.0,18.0,62.0,184.0,142.0,215.0,214.0,1102.0,432700.0,60318.0,60318.0,98542.0,47218.0,0.0,88.0,858.0,690.0,168.0,1690.0,473.0,0.0,837.0,579.0,492.0,60.0,432.0,87.0,77.0,853.0,796.0,57.0,837.0,0.0,837.0,837.0,204.0,7.0,62.0,107.0,43.0,593.0,63.0,54.0,49.0,143.0,77.0,10.0,0.0,10.0,258.0,853.0,253.0,853.0,12.0,860.0,428.0,832.0,1690.0,1690.0,1861.0,1861.0,1690.0,1690.0,489.0,593.0,3800.0,365.0,520.0,0.0,88.0,239.0,33.0,109.0,171.0,1175.0,30.92105263157895,58.3421052631579,3.763157894736842,2.8157894736842106,564.0,631.0,495.0,33.37278106508876,29.289940828402365,49.23076923076923,40.828402366863905,15.7396449704142,26.380368098159508,73.61963190184049,90.8113917248791,9.188608275120904,49.52662721893491,50.47337278106509,46.85652874798495,989.0,53.143471252015054,21.332616872649112,40.19344438473939,1300.0,69.85491671144545,309.0,143.0,36.22508792497069,16.764361078546308
22033003807,"Census Tract 003807, East Baton Rouge Parish, Louisiana",0.0,3008.0,107.0,17.0,0.0,0.0,0.0,13.0,329.0,0.0,1060.0,7.0,0.0,246.0,70.0,74.0,326.0,834.0,539.0,442.0,0.0,365.0,48.0,127.0,68.0,798.0,228.0,304.0,494.0,61.0,338.0,29.0,1446.0,289.0,128.0,59.0,92.0,23.0,0.0,244.0,48.0,83.0,34.0,17.0,106.0,1.0,207.0,194.0,297.0,202.0,1434.0,571400.0,67344.0,67344.0,95313.0,62596.0,0.0,147.0,937.0,839.0,98.0,1735.0,921.0,0.0,632.0,402.0,367.0,167.0,200.0,35.0,0.0,1103.0,1103.0,0.0,632.0,0.0,632.0,632.0,123.0,90.0,115.0,14.0,20.0,540.0,137.0,57.0,61.0,190.0,0.0,35.0,0.0,35.0,230.0,1103.0,396.0,1103.0,86.0,560.0,439.0,798.0,1735.0,1735.0,2538.0,2538.0,1735.0,1735.0,540.0,540.0,3529.0,632.0,454.0,0.0,445.0,164.0,465.0,364.0,803.0,2202.0,62.39727968262964,30.036837631056954,3.0320204023802777,0.821762538962879,426.0,822.0,487.0,24.553314121037463,28.069164265129682,45.99423631123919,48.357348703170025,16.65706051873199,67.5925925925926,32.407407407407405,68.36091410559496,31.639085894405046,36.42651296829971,63.573487031700296,25.453112687155237,1892.0,74.54688731284476,38.652482269503544,15.642237982663515,1470.0,57.919621749408975,445.0,190.0,40.34451495920218,17.225747960108794
22033003808,"Census Tract 003808, East Baton Rouge Parish, Louisiana",0.0,2074.0,54.0,0.0,5.0,0.0,0.0,0.0,98.0,34.0,563.0,12.0,0.0,17.0,95.0,726.0,337.0,197.0,95.0,23.0,0.0,157.0,0.0,131.0,43.0,397.0,20.0,169.0,228.0,0.0,63.0,108.0,1126.0,222.0,60.0,28.0,157.0,156.0,10.0,30.0,10.0,58.0,10.0,15.0,111.0,49.0,158.0,90.0,373.0,33.0,1193.0,178100.0,85230.0,85230.0,79360.0,85893.0,0.0,48.0,951.0,850.0,101.0,1348.0,260.0,0.0,589.0,205.0,166.0,31.0,135.0,39.0,0.0,759.0,691.0,68.0,589.0,0.0,589.0,589.0,20.0,47.0,14.0,51.0,13.0,319.0,0.0,21.0,65.0,63.0,0.0,39.0,5.0,34.0,384.0,759.0,192.0,759.0,246.0,284.0,361.0,397.0,1348.0,1348.0,1502.0,1502.0,1348.0,1348.0,288.0,319.0,2437.0,770.0,249.0,0.0,170.0,238.0,51.0,264.0,154.0,1712.0,70.250307755437,23.102174805088225,2.215839146491588,4.431678292983176,149.0,796.0,403.0,11.053412462908012,29.896142433234424,29.451038575667653,63.05637982195845,16.468842729970326,54.513888888888886,45.48611111111111,89.74700399467378,10.252996005326231,43.69436201780415,56.30563798219585,35.28628495339547,972.0,64.71371504660452,7.8561917443408795,56.59121171770972,1194.0,79.49400798934754,149.0,63.0,19.63109354413702,8.300395256916996
22033003809,"Census Tract 003809, East Baton Rouge Parish, Louisiana",0.0,2713.0,122.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,373.0,0.0,0.0,132.0,334.0,389.0,269.0,145.0,124.0,262.0,14.0,267.0,0.0,53.0,15.0,715.0,231.0,101.0,614.0,102.0,136.0,194.0,1374.0,184.0,185.0,14.0,150.0,82.0,20.0,241.0,74.0,21.0,0.0,27.0,1.0,279.0,89.0,68.0,247.0,60.0,1206.0,338100.0,81365.0,81365.0,131705.0,49587.0,0.0,83.0,843.0,749.0,94.0,1558.0,277.0,0.0,802.0,524.0,466.0,101.0,365.0,58.0,15.0,756.0,756.0,0.0,802.0,0.0,802.0,802.0,68.0,36.0,167.0,0.0,20.0,341.0,19.0,24.0,50.0,242.0,15.0,43.0,0.0,43.0,278.0,756.0,191.0,756.0,48.0,817.0,608.0,715.0,1558.0,1558.0,1669.0,1669.0,1558.0,1558.0,320.0,341.0,2840.0,463.0,11.0,0.0,88.0,10.0,418.0,277.0,111.0,2099.0,73.90845070422534,13.133802816901408,4.295774647887324,6.830985915492958,189.0,711.0,658.0,12.130937098844672,42.23363286264441,45.892169448010264,48.07445442875481,11.810012836970476,83.4375,16.5625,93.34931096464949,6.65068903535051,51.47625160462132,48.52374839537869,51.82744158178551,804.0,48.1725584182145,23.96644697423607,51.228280407429594,1309.0,78.43019772318753,335.0,242.0,44.31216931216932,32.01058201058201
22033003810,"Census Tract 003810, East Baton Rouge Parish, Louisiana",0.0,2512.0,47.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,360.0,0.0,0.0,81.0,142.0,374.0,199.0,298.0,109.0,98.0,34.0,403.0,0.0,107.0,0.0,717.0,219.0,114.0,603.0,48.0,398.0,12.0,804.0,314.0,143.0,0.0,112.0,59.0,0.0,226.0,70.0,23.0,22.0,8.0,8.0,25.0,106.0,157.0,140.0,19.0,1304.0,285900.0,91563.0,91563.0,130853.0,65191.0,0.0,14.0,401.0,304.0,97.0,1118.0,27.0,0.0,747.0,533.0,508.0,212.0,296.0,25.0,0.0,371.0,371.0,0.0,747.0,0.0,747.0,747.0,68.0,56.0,121.0,70.0,54.0,525.0,61.0,23.0,18.0,43.0,0.0,25.0,17.0,8.0,214.0,371.0,184.0,371.0,48.0,874.0,505.0,717.0,1118.0,1118.0,1335.0,1335.0,1118.0,1118.0,510.0,525.0,2621.0,343.0,0.0,58.0,49.0,133.0,0.0,173.0,217.0,2025.0,77.26058756199924,13.73521556657764,1.7932086989698588,0.45784051888592137,134.0,444.0,540.0,11.985688729874775,48.3005366726297,64.13237924865832,27.191413237924866,28.085867620751344,79.01960784313725,20.980392156862745,83.74531835205993,16.254681647940075,66.81574239713774,33.18425760286225,69.06367041198503,413.0,30.93632958801498,18.05243445692884,44.71910112359551,1294.0,96.92883895131087,145.0,43.0,39.083557951482476,11.590296495956872
22033003811,"Census Tract 003811, East Baton Rouge Parish, Louisiana",0.0,3861.0,40.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,2075.0,18.0,0.0,42.0,156.0,155.0,181.0,342.0,413.0,787.0,0.0,273.0,56.0,740.0,139.0,1068.0,90.0,442.0,626.0,45.0,299.0,256.0,1056.0,667.0,329.0,12.0,110.0,301.0,9.0,112.0,56.0,102.0,32.0,32.0,32.0,92.0,205.0,195.0,38.0,66.0,1436.0,312800.0,90125.0,90125.0,129375.0,59539.0,9.0,67.0,655.0,529.0,126.0,1723.0,480.0,0.0,970.0,678.0,457.0,171.0,286.0,221.0,139.0,753.0,741.0,12.0,970.0,0.0,970.0,970.0,656.0,165.0,113.0,90.0,0.0,1329.0,190.0,156.0,13.0,139.0,25.0,82.0,8.0,74.0,292.0,753.0,390.0,753.0,0.0,995.0,769.0,1068.0,1723.0,1723.0,2094.0,2094.0,1723.0,1723.0,1069.0,1329.0,4516.0,434.0,119.0,45.0,180.0,107.0,587.0,52.0,371.0,1934.0,42.82550930026572,45.947741364038976,0.8857395925597875,5.66873339238264,277.0,594.0,852.0,16.07661056297156,49.44863609982589,61.984910040626815,30.702263493905978,38.711549622751015,25.537885874649202,74.4621141253508,82.28271251193887,17.717287488061125,56.297156123041205,43.70284387695879,47.51671442215854,1090.0,52.05348615090736,57.306590257879655,17.717287488061125,1547.0,73.87774594078319,498.0,139.0,66.13545816733067,18.459495351925632
22033003907,"Census Tract 003907, East Baton Rouge Parish, Louisiana",0.0,5737.0,61.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,2933.0,0.0,78.0,0.0,346.0,800.0,786.0,737.0,186.0,4.0,0.0,1026.0,32.0,187.0,34.0,1622.0,231.0,508.0,1114.0,97.0,903.0,349.0,2084.0,549.0,163.0,34.0,266.0,416.0,14.0,303.0,19.0,154.0,127.0,179.0,18.0,93.0,170.0,148.0,266.0,263.0,1135.0,317000.0,89341.0,89341.0,163861.0,46473.0,0.0,129.0,1011.0,942.0,69.0,2633.0,597.0,0.0,1299.0,1015.0,920.0,387.0,533.0,95.0,33.0,1334.0,1334.0,0.0,1299.0,0.0,1299.0,1299.0,161.0,281.0,321.0,100.0,8.0,1274.0,97.0,75.0,182.0,333.0,0.0,62.0,21.0,41.0,284.0,1334.0,607.0,1334.0,144.0,1327.0,368.0,1622.0,2633.0,2633.0,2937.0,2937.0,2633.0,2633.0,1245.0,1274.0,6492.0,843.0,227.0,89.0,95.0,248.0,307.0,500.0,304.0,3031.0,46.68823166974738,45.17868145409735,0.9396179913739987,5.3758471965496,611.0,874.0,1148.0,23.205469046714775,43.600455753892895,61.602734523357384,35.77668059248006,20.85074060007596,82.40963855421687,17.59036144578313,89.64930200885257,10.35069799114743,49.335358906190656,50.66464109380935,50.08512087163772,1466.0,49.91487912836227,6.469186244467143,41.67517875383044,2211.0,75.28089887640449,687.0,333.0,51.49925037481259,24.962518740629687
22033003908,"Census Tract 003908, East Baton Rouge Parish, Louisiana",0.0,4172.0,417.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,773.0,0.0,36.0,0.0,143.0,356.0,363.0,432.0,405.0,424.0,0.0,329.0,7.0,177.0,30.0,1214.0,83.0,286.0,928.0,0.0,215.0,259.0,1602.0,482.0,275.0,115.0,155.0,272.0,14.0,124.0,21.0,20.0,56.0,158.0,36.0,40.0,192.0,181.0,336.0,89.0,1423.0,224300.0,79159.0,79159.0,77933.0,86530.0,0.0,0.0,870.0,814.0,56.0,2084.0,176.0,0.0,1526.0,862.0,690.0,140.0,550.0,172.0,30.0,558.0,558.0,0.0,1526.0,0.0,1526.0,1526.0,79.0,49.0,163.0,115.0,0.0,656.0,47.0,0.0,56.0,76.0,17.0,142.0,36.0,106.0,664.0,558.0,352.0,558.0,157.0,1586.0,1368.0,1214.0,2084.0,2084.0,2159.0,2159.0,2084.0,2084.0,513.0,657.0,4492.0,400.0,132.0,0.0,49.0,0.0,54.0,181.0,75.0,2943.0,65.51647373107747,17.208370436331254,9.283170080142474,5.765805877114871,315.0,943.0,826.0,15.115163147792707,39.63531669865643,58.25335892514395,39.0595009596929,23.128598848368522,64.13255360623782,35.86744639376218,96.52616952292729,3.4738304770727186,73.22456813819578,26.775431861804222,80.73182028716998,416.0,19.268179712830012,38.39740620657712,24.779990736452064,1983.0,91.84807781380269,179.0,76.0,32.07885304659498,13.620071684587815
22033003909,"Census Tract 003909, East Baton Rouge Parish, Louisiana",24.0,3011.0,113.0,36.0,0.0,22.0,0.0,0.0,491.0,0.0,1331.0,0.0,39.0,45.0,136.0,471.0,794.0,370.0,412.0,60.0,42.0,73.0,237.0,358.0,136.0,741.0,101.0,454.0,287.0,0.0,70.0,268.0,1667.0,395.0,53.0,135.0,39.0,13.0,42.0,110.0,186.0,171.0,91.0,111.0,97.0,163.0,32.0,281.0,447.0,91.0,1138.0,179100.0,48272.0,48272.0,64667.0,36815.0,0.0,141.0,1321.0,1185.0,136.0,2062.0,457.0,0.0,916.0,459.0,194.0,19.0,175.0,265.0,136.0,1146.0,1146.0,0.0,890.0,26.0,916.0,916.0,91.0,78.0,50.0,187.0,35.0,686.0,189.0,13.0,96.0,331.0,47.0,129.0,49.0,80.0,457.0,1146.0,282.0,1146.0,208.0,735.0,808.0,741.0,2062.0,2062.0,2369.0,2369.0,2062.0,2062.0,668.0,686.0,3817.0,893.0,521.0,92.0,10.0,208.0,296.0,299.0,307.0,1967.0,51.53261723866911,34.87031700288185,2.9604401362326436,7.02122085407388,716.0,1131.0,215.0,34.72356935014549,10.426770126091174,35.93598448108632,57.46847720659554,19.15615906886518,10.928143712574851,89.07185628742515,87.04094554664415,12.959054453355847,44.42289039767216,55.57710960232784,39.80582524271845,1426.0,60.19417475728155,21.696918531025748,29.16842549598987,1771.0,74.75728155339806,629.0,331.0,54.88656195462478,28.883071553228625
22033003910,"Census Tract 003910, East Baton Rouge Parish, Louisiana",0.0,2622.0,395.0,0.0,0.0,0.0,0.0,31.0,323.0,76.0,1259.0,61.0,0.0,0.0,8.0,341.0,626.0,262.0,191.0,60.0,0.0,195.0,162.0,366.0,91.0,750.0,0.0,359.0,391.0,0.0,0.0,1179.0,934.0,441.0,79.0,85.0,26.0,27.0,41.0,0.0,37.0,69.0,61.0,157.0,127.0,68.0,161.0,109.0,258.0,70.0,993.0,-666666666.0,47250.0,47250.0,82841.0,45556.0,118.0,11.0,625.0,557.0,68.0,1375.0,453.0,0.0,229.0,168.0,140.0,11.0,129.0,28.0,25.0,1146.0,1146.0,0.0,229.0,0.0,229.0,229.0,153.0,169.0,284.0,111.0,99.0,1094.0,43.0,153.0,81.0,192.0,25.0,3.0,3.0,0.0,61.0,1146.0,582.0,1146.0,11.0,222.0,292.0,750.0,1375.0,1375.0,1549.0,1549.0,1375.0,1375.0,723.0,1095.0,3350.0,793.0,325.0,10.0,207.0,222.0,111.0,323.0,174.0,560.0,16.716417910447763,37.582089552238806,11.791044776119403,35.19402985074627,363.0,880.0,132.0,26.400000000000002,9.6,54.54545454545454,40.50909090909091,32.07272727272728,26.970954356846473,73.02904564315352,88.76694641704326,11.233053582956746,16.654545454545456,83.34545454545454,15.041962556488055,1198.0,77.34021949644932,16.20400258231117,26.468689477081988,1085.0,70.04519044544868,469.0,192.0,40.924956369982546,16.75392670157068
22033003911,"Census Tract 003911, East Baton Rouge Parish, Louisiana",21.0,4595.0,229.0,21.0,0.0,20.0,0.0,0.0,259.0,0.0,2689.0,0.0,28.0,0.0,38.0,180.0,1009.0,101.0,119.0,217.0,0.0,1588.0,122.0,7.0,94.0,1063.0,18.0,181.0,882.0,13.0,90.0,103.0,862.0,753.0,84.0,68.0,158.0,94.0,21.0,18.0,21.0,43.0,74.0,10.0,21.0,24.0,215.0,538.0,224.0,2.0,1636.0,217500.0,73486.0,73486.0,73437.0,128438.0,28.0,0.0,552.0,365.0,187.0,1615.0,0.0,0.0,1548.0,1017.0,882.0,673.0,209.0,135.0,48.0,67.0,67.0,0.0,1548.0,0.0,1548.0,1548.0,448.0,101.0,60.0,126.0,484.0,1717.0,0.0,26.0,0.0,0.0,27.0,87.0,13.0,74.0,531.0,67.0,46.0,67.0,61.0,1576.0,1277.0,1063.0,1615.0,1615.0,1692.0,1692.0,1615.0,1615.0,1717.0,1717.0,4893.0,312.0,0.0,0.0,0.0,27.0,0.0,0.0,77.0,1788.0,36.541998773758436,54.95605967708972,4.680155323932148,2.1050480277948087,229.0,1032.0,354.0,14.17956656346749,21.91950464396285,65.82043343653251,22.60061919504644,46.62538699690402,92.48689574839837,7.51310425160163,95.44917257683215,4.550827423167849,95.8513931888545,4.148606811145511,96.74940898345153,27.0,1.5957446808510638,19.858156028368796,14.539007092198581,1692.0,100.0,26.0,0.0,38.80597014925373,0.0
22033003912,"Census Tract 003912, East Baton Rouge Parish, Louisiana",0.0,2902.0,0.0,0.0,0.0,0.0,0.0,16.0,250.0,0.0,1784.0,0.0,0.0,0.0,318.0,183.0,372.0,320.0,266.0,336.0,0.0,261.0,35.0,559.0,195.0,814.0,0.0,654.0,160.0,0.0,24.0,894.0,830.0,586.0,96.0,20.0,12.0,0.0,36.0,0.0,144.0,192.0,41.0,195.0,107.0,12.0,186.0,105.0,98.0,172.0,1088.0,198200.0,37870.0,37870.0,-666666666.0,37049.0,0.0,286.0,602.0,469.0,133.0,1416.0,291.0,0.0,83.0,18.0,9.0,0.0,9.0,9.0,0.0,1333.0,1333.0,0.0,83.0,0.0,83.0,83.0,136.0,267.0,169.0,171.0,0.0,1090.0,129.0,48.0,124.0,343.0,0.0,9.0,9.0,0.0,65.0,1333.0,796.0,1333.0,1.0,54.0,235.0,814.0,1416.0,1416.0,1795.0,1795.0,1416.0,1416.0,855.0,1090.0,3397.0,959.0,516.0,0.0,175.0,650.0,10.0,389.0,379.0,878.0,25.846335001471886,52.516926700029444,0.0,26.317338828377977,605.0,703.0,108.0,42.72598870056497,7.627118644067797,57.485875706214685,33.12146892655367,41.38418079096045,30.526315789473685,69.47368421052632,78.8857938718663,21.114206128133706,5.861581920903955,94.13841807909604,3.064066852367688,1740.0,96.93593314763231,33.53760445682451,27.910863509749305,1218.0,67.85515320334262,644.0,343.0,48.31207801950488,25.731432858214554
22033003913,"Census Tract 003913, East Baton Rouge Parish, Louisiana",0.0,5684.0,47.0,48.0,0.0,0.0,0.0,92.0,438.0,95.0,1345.0,0.0,0.0,0.0,49.0,344.0,929.0,731.0,440.0,316.0,18.0,1708.0,12.0,74.0,64.0,1529.0,133.0,195.0,1334.0,13.0,913.0,114.0,2126.0,487.0,308.0,14.0,323.0,232.0,82.0,133.0,14.0,125.0,101.0,14.0,162.0,34.0,271.0,481.0,318.0,1.0,1188.0,294900.0,75189.0,75189.0,112826.0,63696.0,0.0,0.0,1084.0,728.0,356.0,2613.0,600.0,0.0,1478.0,1151.0,1074.0,248.0,826.0,77.0,29.0,1135.0,1135.0,0.0,1478.0,0.0,1478.0,1478.0,45.0,222.0,481.0,283.0,539.0,1833.0,106.0,0.0,169.0,79.0,18.0,48.0,0.0,48.0,327.0,1135.0,378.0,1135.0,65.0,1615.0,787.0,1529.0,2613.0,2613.0,2827.0,2827.0,2613.0,2613.0,1794.0,1833.0,6324.0,514.0,373.0,98.0,0.0,524.0,82.0,70.0,214.0,3515.0,55.58191018342821,21.268184693232133,0.7432005060088551,1.8026565464895636,337.0,1280.0,996.0,12.897053195560659,38.11710677382319,58.515116724071945,27.860696517412936,18.63758132414849,95.20624303232998,4.793756967670011,92.43013795542979,7.5698620445702165,56.56333716035209,43.436662839647916,59.42695436858861,1147.0,40.57304563141139,27.37884683409975,13.901662539794835,2227.0,78.77608772550406,354.0,79.0,31.18942731277533,6.960352422907488
